,Name,Review Rate,Review Time,Review Text
202,Pasta Factory, 4 stars ,4 years ago,I had the best lunch that day in pasta factory and friendly staff
203,Pasta Factory, 5 stars ,2 years ago,Very good pasta. Plenty of glutenfree options :)
204,Pasta Factory, 5 stars ,2 years ago,Great real home made pasta. Really unexpensive.
205,Pasta Factory, 5 stars ,2 years ago,"Very good food, friendly service and good atmosphere."
206,Pasta Factory, 3 stars ,3 years ago,Good menu. But desserts was not okay.
207,Pasta Factory, 5 stars ,4 years ago,Amazing food. Greate atmosphere. Great overall!
208,Pasta Factory, 5 stars ,2 years ago,"Great service, satisfactory portions and quality."
209,Pasta Factory, 5 stars ,3 years ago,"Very good pastas, affordable, fun"
210,Pasta Factory, 5 stars ,5 years ago,A good Pasta with a view! =)
211,Pasta Factory, 5 stars ,2 years ago,Great food and fast service loved it
212,Pasta Factory, 5 stars ,2 years ago,Great place! Good food! Thank you
213,Pasta Factory, 4 stars ,3 years ago,"Bruschetta was tasty, but food is slightly overpriced. Service is kind."
214,Pasta Factory, 1 star ,3 years ago,"The pasta swam in raw sauce and made us heartburn, Not recommend due the service was nice ..."
215,Pasta Factory, 3 stars ,3 years ago,"Ok, but not up there. Food ok. Service fine."
216,Pasta Factory, 5 stars ,7 months ago,Nice pasta with prawns
217,Pasta Factory, 5 stars ,5 years ago,We stopped here for a quick lunch. The lasagna was delicious.
218,Pasta Factory, 4 stars ,4 years ago,Great pasta and quick service. Small portions.
219,Pasta Factory, 5 stars ,3 years ago,Great food  excellent  service highly  recommended!!
220,Pasta Factory, 4 stars ,2 years ago,"Amazing food, bit pricy tho"
221,Pasta Factory, 5 stars ,4 years ago,Delicious meals at a reasonable price and good service.
222,Pasta Factory, 4 stars ,2 years ago,"Food is nice, just a shame that the staff doesn't understand/speak Dutch."
223,Pasta Factory, 4 stars ,3 years ago,"Food very good, but the drinks are exaggeratedly expensive"
224,Pasta Factory, 5 stars ,2 years ago,Awesome homemade pasta with a variety of sauces.
225,Pasta Factory, 5 stars ,2 years ago,Delicious food. One of the best in Amsterdam
226,Pasta Factory, 5 stars ,3 years ago,Best fresh pasta in town!!! Very cheap too!!
227,Pasta Factory, 5 stars ,2 years ago,Very good salmon pasta. Yumm!
228,Pasta Factory, 4 stars ,3 years ago,Great food always come back for more.
229,Pasta Factory, 5 stars ,4 years ago,Pasta was super tasty! Nice interior :)
230,Pasta Factory, 4 stars ,3 years ago,For the price (cheap) it's decent pasta.
231,Pasta Factory, 5 stars ,2 years ago,Nice food in city center. Average price.
232,Pasta Factory, 5 stars ,3 years ago,"very good restaurant.
nice staff and very good food."
233,Pasta Factory, 5 stars ,3 years ago,Amazing cakes!!!
234,Pasta Factory, 5 stars ,3 years ago,Best Italian food I've eaten in Amsterdam
235,Pasta Factory, 1 star ,3 years ago,Rude staff. Took forever. Food tasted like nothing. Never again ❌
236,Pasta Factory, 5 stars ,4 years ago,A little slice of Italy in all the Italian flavour in the middle of Amsterdam
237,Pasta Factory, 5 stars ,3 years ago,Yummy!!!
238,Pasta Factory, 4 stars ,4 years ago,"Very good Pasta, and good and quick Service"
239,Pasta Factory, 2 stars ,3 years ago,Small location which is easily a bit too crammed for my liking.
240,Pasta Factory, 5 stars ,2 years ago,Very delicious
241,Pasta Factory, 5 stars ,4 years ago,"Good prices, fresh made pasta"
242,Pasta Factory, 5 stars ,2 years ago,"Great food, fast service!"
243,Pasta Factory, 4 stars ,4 months ago,Food
244,Pasta Factory, 3 stars ,5 years ago,"Good meals, a bit expensive though, but then again all of amsterdam is."
245,Pasta Factory, 5 stars ,2 years ago,Amazing food and service. I recommend!
246,Pasta Factory, 5 stars ,6 months ago,Perfect
247,Pasta Factory, 4 stars ,2 years ago,Very good pasta and pizza.
248,Pasta Factory, 3 stars ,2 years ago,Glutenfree pasta an.option! Rare in Amsterdam
249,Pasta Factory, 5 stars ,2 years ago,Excellent service. Amazing food
250,Pasta Factory, 5 stars ,4 years ago,Delicious handmade pasta. Nice staff.
251,Pasta Factory, 5 stars ,3 years ago,Very good pasta awesome good prices
252,Pasta Factory, 5 stars ,3 years ago,Awesome food... Great Service...
253,Pasta Factory, 5 stars ,2 years ago,Very tasty food and comfortable.
254,Pasta Factory, 4 stars ,2 years ago,"Open late, great service, kid friendly"
255,Pasta Factory, 4 stars ,2 years ago,Good  place to eat pasta like Italian style
256,Pasta Factory, 4 stars ,3 years ago,Nice home made non industrial food.
257,Pasta Factory, 3 stars ,2 years ago,Average food;  good service.
258,Pasta Factory, 5 stars ,2 years ago,"Great place, lovely food."
259,Pasta Factory, 3 stars ,4 years ago,"Nice food , there are better alternative near by"
260,Pasta Factory, 5 stars ,4 years ago,They have awesome homemade pasta.
261,Pasta Factory, 5 stars ,4 years ago,Delicious pasta and good price
262,Pasta Factory, 5 stars ,4 years ago,My Niece had a delicious Pizza.
263,Pasta Factory, 3 stars ,3 years ago,Not bad.... Ok place. Nothing spacial or amazing
264,Pasta Factory, 5 stars ,3 years ago,amazing pasta. the best in amsterdam
265,Pasta Factory, 4 stars ,2 years ago,Great taste and reasonable prices !
266,Pasta Factory, 5 stars ,5 years ago,"Welcome to Pasta World 😃 friendly, lovely interior."
267,Pasta Factory, 5 stars ,3 years ago,The best pasta place in amsterdam!
268,Pasta Factory, 4 stars ,4 years ago,Quick to serve and international guest friendly.
269,Pasta Factory, 4 stars ,4 years ago,Quick service. Nice tasty food.
270,Pasta Factory, 5 stars ,3 years ago,"Great pasta, lovely service"
271,Pasta Factory, 5 stars ,3 years ago,Lovely staff and tasty food  🥳🥳🥳🥰
272,Pasta Factory, 5 stars ,3 years ago,excellent home made pastas and more
273,Pasta Factory, 4 stars ,2 years ago,Expensive drinks but good food
274,Pasta Factory, 5 stars ,3 years ago,Fresh pasta and great sauces!!
275,Pasta Factory, 5 stars ,5 years ago,Very good service ; great food
276,Pasta Factory, 5 stars ,4 years ago,Very good homemade pasta.
277,Pasta Factory, 3 stars ,3 years ago,"Good pasta (expected more), very expensive"
278,Pasta Factory, 4 stars ,4 years ago,Great pesto pasta👌🏻
279,Pasta Factory, 5 stars ,2 years ago,Very delicious and fresh food
280,Pasta Factory, 4 stars ,3 years ago,Excellent place to have italian food
281,Pasta Factory, 3 stars ,3 years ago,Regular pasta and pizza cafe.
282,Pasta Factory, 5 stars ,2 years ago,"Great food, very tasty"
283,Pasta Factory, 5 stars ,2 years ago,Amazing vegetarian pasta !
284,Pasta Factory, 3 stars ,2 years ago,Just 1 more pasta
285,Pasta Factory, 5 stars ,6 years ago,I love this place !! Great food
286,Pasta Factory, 5 stars ,4 years ago,"Good food, great service"
287,Pasta Factory, 5 stars ,5 years ago,Loved the homemade pasta and tiramisu
288,Pasta Factory, 1 star ,2 years ago,Very bland. Staff disinterested. Not very good.
289,Pasta Factory, 3 stars ,2 years ago,Good food &good pasta
290,Pasta Factory, 4 stars ,3 years ago,Very affordable and tasty
291,Pasta Factory, 5 stars ,3 years ago,"Great food, and staff."
292,Pasta Factory, 5 stars ,3 years ago,Great pizza
293,Pasta Factory, 5 stars ,2 years ago,Loved the food! _crysdiamond_
294,Pasta Factory, 5 stars ,4 years ago,"Nice pasta, friendly staff.."
295,Pasta Factory, 4 stars ,3 years ago,"Great food, terrible service"
296,Pasta Factory, 5 stars ,6 years ago,Verey good pasta and price
297,Pasta Factory, 4 stars ,2 years ago,Tried arrabiata. It was nice.
298,Pasta Factory, 4 stars ,2 years ago,Nice place for quick bite.
299,Pasta Factory, 4 stars ,2 years ago,Delicious pasta and soup
300,Pasta Factory, 5 stars ,6 years ago,"Great price, good location"
301,Pasta Factory, 4 stars ,3 years ago,Pasta was good and fresh.
302,Pasta Factory, 5 stars ,5 years ago,Loved the pasta with beer.
303,Pasta Factory, 4 stars ,3 years ago,Good options for vegetarians.
304,Pasta Factory, 1 star ,3 years ago,Way too expensive for the quality...
305,Pasta Factory, 3 stars ,3 years ago,Good Food with quite miserable staff
306,Pasta Factory, 5 stars ,6 years ago,Very good Bolognese! 😀
307,Pasta Factory, 3 stars ,3 years ago,Not bad
308,Pasta Factory, 1 star ,2 years ago,Not gezellig staff at all
309,Pasta Factory, 5 stars ,4 years ago,The best pasta in Amsterdam
310,Pasta Factory, 5 stars ,4 years ago,The best pasta in Amsterdam
311,Pasta Factory, 1 star ,2 years ago,food poisoning. bad
312,Pasta Factory, 5 stars ,2 years ago,fresh pasta cooked
313,Pasta Factory, 5 stars ,3 years ago,Very Nice Pasta!
314,Pasta Factory, 4 stars ,2 years ago,nice place with very nice pepole
315,Pasta Factory, 3 stars ,2 years ago,Food was merely OK.
316,Pasta Factory, 5 stars ,2 years ago,The best place in Amsterdam
317,Pasta Factory, 4 stars ,2 years ago,Nice food and service.
318,Pasta Factory, 5 stars ,3 years ago,Lovely vegetarian pasta
319,Pasta Factory, 4 stars ,4 years ago,Good cheap pasta.
320,Pasta Factory, 4 stars ,2 years ago,very kind waiters
321,Pasta Factory, 1 star ,3 years ago,Is not Italian style's..
322,Pasta Factory, 5 stars ,3 years ago,Delicious and good service
323,Pasta Factory, 5 stars ,6 years ago,Very good meal :)
324,Pasta Factory, 5 stars ,3 years ago,Very good pasta
325,Pasta Factory, 1 star ,2 years ago,The worst customer service
326,Pasta Factory, 5 stars ,2 years ago,Just fabulous ❤️
327,Pasta Factory, 5 stars ,5 years ago,Nice place to have lunch
328,Pasta Factory, 5 stars ,5 years ago,Delicious fresh pasta
329,Pasta Factory, 5 stars ,2 years ago,Really delicious!
330,Pasta Factory, 3 stars ,3 years ago,Eastside Mario-ish.
331,Pasta Factory, 5 stars ,5 years ago,A very tasty place!
332,Pasta Factory, 4 stars ,4 years ago,Not bad! Very commercial Italian food... service is good and reasonably priced.
333,Pasta Factory, 5 stars ,4 years ago,awesome place for every once
334,Pasta Factory, 5 stars ,3 years ago,Great food!
335,Pasta Factory, 5 stars ,2 years ago,Very good food
336,Pasta Factory, 5 stars ,3 years ago,Great place and food
337,Pasta Factory, 5 stars ,2 years ago,Food was awesome
338,Pasta Factory, 5 stars ,3 years ago,Good!
339,Pasta Factory, 5 stars ,5 years ago,good pasta dishes
340,Pasta Factory, 5 stars ,5 years ago,Best food ever
341,Pasta Factory, 3 stars ,3 years ago,Expensive for the quality
342,Pasta Factory, 5 stars ,2 years ago,Great food
343,Pasta Factory, 4 stars ,2 years ago,Good food!
344,Pasta Factory, 4 stars ,4 years ago,"Luf, easy and good"
345,Pasta Factory, 5 stars ,2 years ago,Best pasta
346,Pasta Factory, 5 stars ,2 years ago,Fabulous
347,Pasta Factory, 4 stars ,3 years ago,Nice and tasty
348,Pasta Factory, 5 stars ,3 years ago,Great Pasta!
349,Pasta Factory, 3 stars ,3 years ago,Ok
350,Pasta Factory, 5 stars ,3 years ago,Top
351,Pasta Factory, 5 stars ,3 years ago,Great pizza
352,Pasta Factory, 5 stars ,2 years ago,y u m
353,Pasta Factory, 5 stars ,2 years ago,Extra
354,Pasta Factory, 5 stars ,4 years ago,Perfect choise!
355,Pasta Factory, 4 stars ,2 years ago,Nice place..!!
356,Pasta Factory, 1 star ,4 years ago,"They don't give tap water (which is ilegal), they advertised one price on their front door and it was more expensive in the menu, food was over cooked and tasted like plastic."
357,Pasta Factory, 4 stars ,2 years ago,Delicious !
358,Pasta Factory, 1 star ,2 years ago,Slow service
359,Pasta Factory, 5 stars ,4 years ago,Nice for pasta
360,Pasta Factory, 5 stars ,6 years ago,Perfect taste
361,Pasta Factory, 5 stars ,2 years ago,Banging food 👌👌
362,Pasta Factory, 4 stars ,4 years ago,Nice personell
363,Pasta Factory, 5 stars ,4 years ago,Nice place
364,Pasta Factory, 5 stars ,2 weeks ago,"(Translated by Google) Delicious cupcakes
Ingredients: …"
365,Pasta Factory, 5 stars ,3 months ago,(Translated by Google) Excellent pasta. tasty food. Great location in front of the flower market. Worth to come …
366,Pasta Factory, 3 stars ,4 months ago,"(Translated by Google) We had both different pastas and pizzas as there were five of us. Neither was anything special, it didn't taste like anything. If you are prepared for excellent pasta, more of a disappointment. In addition, the …"
367,Pasta Factory, 4 stars ,2 years ago,"(Translated by Google) The noodles are very special, not as thick as I have ever eaten. The meat sauce is very fragrant, but it is salty for me. …"
368,Pasta Factory, 4 stars ,3 weeks ago,"(Translated by Google) Simple but very good pasta. Good and cheap wine. Friendly and committed staff. In addition, homemade gluten-free pasta …"
369,Pasta Factory, 1 star ,4 months ago,"(Translated by Google) Very rude waitress, who takes her meal break during the service so that there is no one in the restaurant to meet the needs of the customers. …"
370,Pasta Factory, 3 stars ,2 years ago,"(Translated by Google) The pasta is oily and the noodles are hard (maybe the traditional Italian taste?). Large portions of pizza are good for portioning. Thick crust increases satiety, but tastes average. …"
371,Pasta Factory, 5 stars ,5 months ago,"(Translated by Google) I had spaghetti aglio e oglio and they were great.
The noodles seem to be really homemade.
Even if the shop looks a bit dubious, it's definitely worth having something to …"
372,Pasta Factory, 5 stars ,4 years ago,"(Translated by Google) Home-made pasta at its finest! We had a direct view of the pasta machine, which was pretty interesting to see.
Very cozy location with a view of the open kitchen. Already when entering it …"
373,Pasta Factory, 5 stars ,3 years ago,"(Translated by Google) Top-quality pasta and pizza. Huge portions (soup can be safely taken one for two, pasta, in principle, too). Tastes like in Italy. …"
374,Pasta Factory, 3 stars ,a year ago,"(Translated by Google) Nice personel. It's nice. Noodles were ok, but nothing special. Were there late afternoon, it was very pleasant to sit there at that time. Pasta costs between 12-14 € …"
375,Pasta Factory, 5 stars ,8 months ago,(Translated by Google) Excellent service really tasty dishes and has a really varied menu …
376,Pasta Factory, 5 stars ,7 months ago,(Translated by Google) The pumpkin ravioli in the rose sauce was so delicious !! It is highly recommended! The service was great! …
377,Pasta Factory, 4 stars ,8 months ago,"(Translated by Google) My boyfriend and I (especially me) were really craving a good plate of pasta that was filling and we got it! The servant was also the cook immediately and had to do everything on his own because of a sick employee, …"
378,Pasta Factory, 5 stars ,a month ago,"(Translated by Google) To test absolutely, fresh homemade pasta. The carbons are delicious. The chicken too! …"
379,Pasta Factory, 5 stars ,4 months ago,"(Translated by Google) Very warm welcome, very friendly service. Delicious dishes, pasta and focaccia👍 …"
380,Pasta Factory, 5 stars ,2 years ago,(Translated by Google) We had as an appetizer bread with olives and then various pasta varieties and a pizza Margherita. I highly recommend it! Delicious! …
381,Pasta Factory, 5 stars ,2 years ago,(Translated by Google) Both the meat lasagna and ricotta rabioles are delicious! I recommend it. The price justifies it and the proportions served are quite satisfactory. They are the most delicious pastas I've tasted in all of Europe. …
382,Pasta Factory, 5 stars ,2 years ago,"(Translated by Google) Very nice place, there is a menu in Hebrew.
Sometimes a relatively busy place we waited 10-15 minutes for someone to make room as small as you think. …"
383,Pasta Factory, 5 stars ,4 years ago,"(Translated by Google) Good place to eat WELL. Homemade pasta that a little garlic and a splash of oil would already be enough to be excellent. The quality but, goes beyond the pasta and extends to the rest of the ingredients. Spectacular …"
384,Pasta Factory, 4 stars ,4 years ago,"(Translated by Google) A cozy little restaurant really close to the flower market.
The restaurant is owned by an Israeli, there is a Hebrew menu on the premises. …"
385,Pasta Factory, 3 stars ,3 months ago,"(Translated by Google) Too much focused on tourists.
Cons: no bread with the pasta. …"
386,Pasta Factory, 5 stars ,2 years ago,"(Translated by Google) Restaurant with menu for Israeli in Hebrew, quick service, and excellent food. Really nice and tasty. …"
387,Pasta Factory, 5 stars ,3 years ago,"(Translated by Google) The pasta restaurant is excellent and usually does not eat pastas.
They also have a menu in Hebrew and if ordered from there it is made in …"
388,Pasta Factory, 5 stars ,2 years ago,(Translated by Google) Great restaurant with great and tasty dishes. Very fresh. Highly recommend as well as they prepare kosher dishes …
389,Pasta Factory, 3 stars ,2 years ago,(Translated by Google) Cream Pollo was a bit bland. The spaghetti with shrimp were OK. …
390,Pasta Factory, 5 stars ,2 years ago,"(Translated by Google) Excellent pasta. Homemade. Preparation instead. Excellent fresh sauces. We ordered a focaccia for a first course, which came in cream. Just great! Recommend! …"
391,Pasta Factory, 5 stars ,6 months ago,"(Translated by Google) One of the best Pizza I have ever eaten, very friendly service nothing more nothing less I recommend it …"
392,Pasta Factory, 5 stars ,3 years ago,"(Translated by Google) Very tasty, I liked everything, and not expensive. There is wi-fi.
The portions are huge. The pasta is delicious. …"
393,Pasta Factory, 5 stars ,2 years ago,"(Translated by Google) Very centrally located restaurant, which has very good food and at a normal price! S
Looking for a very friendly service! …"
394,Pasta Factory, 5 stars ,2 years ago,(Translated by Google) Excellent restaurant. We received service from the Israeli restaurant owners. Decent price and delicious food. …
395,Pasta Factory, 5 stars ,2 years ago,"(Translated by Google) Great option for lunch, generous dishes and with a special flavor ... Note 10 …"
396,Pasta Factory, 3 stars ,3 years ago,"(Translated by Google) Good pasta restaurant. Quite important choice, acceptable price but a little high (more than 8 € in the window ... :)
Nice setting. Staff a little stressed. …"
397,Pasta Factory, 5 stars ,4 years ago,"(Translated by Google) Highly recommend. The pizza is really, really delicious!
Kosher for guards! …"
398,Pasta Factory, 5 stars ,4 years ago,(Translated by Google) Small restaurant at the top! Ricotta-spinach cannelloni this afternoon = a real delight 😋 …
399,Pasta Factory, 4 stars ,4 years ago,"(Translated by Google) Great pastas, quick service tasting.
Downside - the place is very crowded …"
400,Pasta Factory, 4 stars ,2 years ago,"(Translated by Google) Good place to eat, another meal, but you get caught with the price, at the door mentions 8 euros and then the price changes. …"
401,Pasta Factory, 5 stars ,3 years ago,(Translated by Google) It is good and not very expensive. They do not have pizzas. …
402,Pasta Factory, 2 stars ,2 years ago,"(Translated by Google) My friends' pasta was great. I myself ordered the pasta aioli with prawns for € 15.50, which was quite dry when served. Then I asked the friendly servant to deliver a replacement sauce that would make the pasta less …"
403,Pasta Factory, 1 star ,2 years ago,"(Translated by Google) Unfortunately, I could not give 0 stars! I had the mediterranean noodles. Either the cook cooked some plastic or made it in an old rubber tire. It was absolutely not edible! After confrontation with staff, the cook …"
404,Pasta Factory, 5 stars ,2 years ago,"(Translated by Google) Pasta is obviously not like the Italian one, but the ingredients are good and the variations interesting. Large portions and fast service. They use garlic in many recipes but it does not create problems if you do not …"
405,Pasta Factory, 5 stars ,3 years ago,"(Translated by Google) Tasty and inexpensive, small, romantic, cozy

(Original) …"
406,Pasta Factory, 2 stars ,2 years ago,"(Translated by Google) Only the name of Italian. Pasta too cooked, condiments that had little Italian. Average prices. Poor service, cutlery and napkin resting on the table without even a napkin. I don't recommend it. …"
407,Pasta Factory, 1 star ,2 years ago,"(Translated by Google) Very high price for the quality. Pasta mediocre at best but with 13.50 completely overpriced. In addition, relatively cheap art Parmesan. In addition, surprisingly much oil in the noodles. Toilet also in bad condition …"
408,Pasta Factory, 5 stars ,4 months ago,"(Translated by Google) Very good pasta, affordable price.

(Original) …"
409,Pasta Factory, 5 stars ,3 years ago,"(Translated by Google) As everyone wrote.
Amazing place delicious food on other levels.
There is a menu in Hebrew, ask for it, we got used to English and in retrospect …"
410,Pasta Factory, 1 star ,3 years ago,"(Translated by Google) When I came to this restaurant alone, there is two hall staffs. I ordered a oil pasta (8euro) and a tap beer. During waiting for food, I asked where is a toilet to a staff who has blonde hair, white skin. She didn’t …"
411,Pasta Factory, 5 stars ,7 months ago,(Translated by Google) It was just so delicious and they are also very nice there .. Man should definitely go there .. :) …
412,Pasta Factory, 5 stars ,7 months ago,(Translated by Google) Best pizza and homemade pasta in Amsterdam. Great prices and very nice service! …
413,Pasta Factory, 5 stars ,4 years ago,"(Translated by Google) The pasta is really excellent. The Bolognese sauce is made as in the best Italian restaurants, spaghetti with bacon which are a kind of garlic and oil with arugula and bacon are also truly delicious. Generous portions …"
414,Pasta Factory, 4 stars ,2 years ago,"(Translated by Google) Super delicious, the prices are normal

(Original) …"
415,Pasta Factory, 5 stars ,2 months ago,"(Translated by Google) Very tasty, nice people.

(Original)
מאוד טעים, אנשים נחמדים."
416,Pasta Factory, 4 stars ,3 years ago,"(Translated by Google) The place is small but the service is very good and the food too, affordable prices and variety of food. …"
417,Pasta Factory, 4 stars ,3 years ago,"(Translated by Google) Tasty, good and tasty. Sometimes it can be a bit busy so it can take a little longer but that is not a problem. The food is just okay. The pasta is al dente and tasty. The atmosphere is fine, a bit cramped but you can …"
418,Pasta Factory, 5 stars ,3 years ago,"(Translated by Google) It is highly recommended !!
End of the Road !!!
Enjoyed every minute :) …"
419,Pasta Factory, 5 stars ,3 years ago,(Translated by Google) Very fresh. Courteous service are open to any request. It is highly recommended …
420,Pasta Factory, 5 stars ,3 years ago,(Translated by Google) It looks like a bloated but delicious pasta but tasty pizza. …
421,Pasta Factory, 5 stars ,2 years ago,"(Translated by Google) Very good pizza. Fast efficient service. I had less than 30 minutes. and at that time I ordered a pizza and ate. The waiter was very accommodating, he sensed that I had little time and did everything to keep me from …"
422,Pasta Factory, 5 stars ,4 years ago,"(Translated by Google) Food flavors, venue nice, waitress friendly.

(Original) …"
423,Pasta Factory, 1 star ,2 years ago,"(Translated by Google) The boss and waiter tried to lie to us with the bill, threw the credit card in a bad way, insulted us and was not friendly at all during the meal. And what to say that he threw us out of there insulting us and …"
424,Pasta Factory, 1 star ,3 weeks ago,"(Translated by Google) 4 cheese pasta disgusting

(Original)
Pasta 4 formaggi disgusting"
425,Pasta Factory, 4 stars ,3 years ago,"(Translated by Google) You should plan a longer waiting time. Unfortunately, you can't sit outside. The noodles are actually homemade. The Bolognese sauce was nothing special. The Spagetti Aglio e oilo, on the other hand, were very good. …"
426,Pasta Factory, 1 star ,5 years ago,"(Translated by Google) By far the worst pasta ever eaten. Pasta pollo e funghi to pick up. When I opened the package, it was a mess. No sauce in sight and the garlic was burnt, leaving the whole dish with just a taste. Yes a dry pasta dish …"
427,Pasta Factory, 5 stars ,2 years ago,"(Translated by Google) magnificent, rich and affordable !! 100% recommended.

(Original) …"
428,Pasta Factory, 5 stars ,2 years ago,"(Translated by Google) It's really a nice place, the waiters are some Israelis, and the food is really tasty with kosher food and there is a menu in Hebrew …"
429,Pasta Factory, 4 stars ,4 years ago,"(Translated by Google) Good Italian food - only the waitress is a little overwhelmed at lunchtime ... while blindly ""throwing"" cutlery on our table, you already communicated the order with the adjacent table. So don't let the hustle and …"
430,Pasta Factory, 5 stars ,2 years ago,"(Translated by Google) A perfect place to eat on another level

(Original)
מקום מושלםםםם אוכל ברמה אחרת"
431,Pasta Factory, 1 star ,2 years ago,"(Translated by Google) Overstrained service despite low clientele, coincidental arrival of main and appetizer, mixed salad is very reserved for the price, spaghetti Bolognese swim in not really tasty sauce, overall not really consistent in …"
432,Pasta Factory, 1 star ,4 years ago,"(Translated by Google) We go to dinner around 9:00 p.m. They gave us a table. We ordered a pizza and 1 plate of pasta for each (2 people). They took us about 15 min to serve us. Our surprise is that when we asked for another glass of wine, …"
433,Pasta Factory, 5 stars ,7 months ago,(Translated by Google) Super delicious homemade pasta !! Price performance in order …
434,Pasta Factory, 2 stars ,3 years ago,"(Translated by Google) The food was ok. But I didn't think the atmosphere was that great. We had to wait a long time, first to be able to order and then again until the food came. And then the wrong thing was brought in ... Service not very …"
435,Pasta Factory, 5 stars ,2 years ago,"(Translated by Google) Neat ambiance meets tasty italian-style kitchen.
Big servings, deliciously arranged.
You can charge your phone in special safes for € 1.- …"
436,Pasta Factory, 1 star ,2 years ago,"(Translated by Google) We came because of the many recommendations of Israelis and we were so disappointed !!! We stopped and told them that a cat in the kitchen is not very acceptable, that the Israeli management, like the one listed, did …"
437,Pasta Factory, 5 stars ,4 years ago,"(Translated by Google) Excellent service, understood our needs right away and we got an excellent response !! so we went back there again …"
438,Pasta Factory, 4 stars ,a year ago,"(Translated by Google) Very good
Salmon pasta with bones, it's a shame
Very good pasta arrabiatta but not hot enough. …"
439,Pasta Factory, 5 stars ,4 years ago,"(Translated by Google) It's really delicious! The dishes are original, fresh, not too expensive for what it is (between 10 and 15 € max) and all in a beautiful atmosphere. The waiters were nice. I highly recommend it! …"
440,Pasta Factory, 5 stars ,6 months ago,"(Translated by Google) Very tasty pizza and mainly pasta

(Original) …"
441,Pasta Factory, 3 stars ,a year ago,"(Translated by Google) Very friendly staff. Unfortunately, our dish had relatively little taste, but maybe we simply chose the wrong one …"
442,Pasta Factory, 4 stars ,2 years ago,(Translated by Google) The pastas are very tasty. An ordinary restaurant with a normal daily standard. 13 € a serving of pasta and 3 € a coke. A special place to just eat pasta. …
443,Pasta Factory, 5 stars ,7 months ago,"(Translated by Google) A good restaurant, and for Israelis who want kosher is also possible …"
444,Pasta Factory, 4 stars ,4 years ago,"(Translated by Google) Nice restaurant, for a simple meal. Very good little dish! Only downside for me little French, no bread 🥖 and no carafe of water.
Very pleasant for a meal with friends. …"
445,Pasta Factory, 1 star ,3 years ago,"(Translated by Google) if this is an Italian restaurant (dishes invented and never seen in Italy, ingredients that leave something to be desired) To attract customers (unfortunately even those who maybe, after a few days in Holland, want …"
446,Pasta Factory, 3 stars ,7 months ago,"(Translated by Google) Totally ok pasta. But not the great experience.

(Original) …"
447,Pasta Factory, 4 stars ,3 years ago,"(Translated by Google) The food was delicious, the price was right, the atmosphere was okay, but nothing special. The tomato soup was really world class! Pasta and Co. also very good! Service was friendly and very courteous. …"
448,Pasta Factory, 4 stars ,2 years ago,"(Translated by Google) Lovely place and walking distance from Dame. So a small Israeli restaurant even has a menu in Hebrew, good Italian food, cheap and unpretentious. Great lunch / dinner. We ordered bruschetta, caprese, pizza, thermos, …"
449,Pasta Factory, 5 stars ,5 years ago,"(Translated by Google) Well cooked pasta, enough dishes, good service and next to the flower market. Prices: pasta and drink dish (water, cola, beer) about € 17 per person. …"
450,Pasta Factory, 5 stars ,2 years ago,"(Translated by Google) tasty. recommended

(Original)
טעים. מומלץ"
451,Pasta Factory, 5 stars ,3 years ago,(Translated by Google) It is ideal for a mid-day break in the city tour. Well located. Moderate prices and good food. The correct and careful service. The warm and comfortable place in winter. No crowds. …
452,Pasta Factory, 1 star ,2 years ago,(Translated by Google) A restaurant of Israelis but they are probably less like Israelis because they ignored us for more than a quarter of an hour while we waited to order (demonstrated disregard). When we tried to call someone they just …
453,Pasta Factory, 4 stars ,2 years ago,"(Translated by Google) Rich menu and courteous service.

(Original)
תפריט עשיר ושירות אדיב."
454,Pasta Factory, 2 stars ,2 years ago,"(Translated by Google) Medium food and pretty poor service. There is complete chaos among the waiters.
We read a lot of recommendations so we went but really medium enough. Reasonable …"
455,Pasta Factory, 1 star ,2 years ago,(Translated by Google) The ravioli arrived unprepared for Dante the waiter took the plate to prepare again and returned with the same plate in 4 minutes. …
456,Pasta Factory, 4 stars ,3 years ago,"(Translated by Google) A pleasant and very tasty place, recommended .. Meir is a very nice man. …"
457,Pasta Factory, 5 stars ,4 years ago,"(Translated by Google) Fine food and very good service.

(Original) …"
458,Pasta Factory, 5 stars ,2 years ago,"(Translated by Google) Their pizzas are really good.

(Original) …"
459,Pasta Factory, 2 stars ,2 years ago,"(Translated by Google) As a pasta factory fresh pasta, but the dishes that were really delicious, such bland. No taste, the ingredients are fresh but the chef has to work on his dishes, the service is excellent there is nothing to say, but …"
460,Pasta Factory, 5 stars ,2 years ago,"(Translated by Google) Excellent Italian restaurant !!!
Fun to come in, get cozy, cozy, great service and good prices and for every pocket, above all excellent food !!! …"
461,Pasta Factory, 1 star ,4 years ago,(Translated by Google) Wow; never eaten such bad pasta. If you are in a hurry and like a bit of good food: don't go here. …
462,Pasta Factory, 5 stars ,4 years ago,"(Translated by Google) A very good pasta, central and charming place. Ideal for a stop along the way. Good price and with recognition from TripAdvisor 2014. I recommend it. Bolognese Pasta of 10. …"
463,Pasta Factory, 3 stars ,3 years ago,(Translated by Google) The focaccia is very good and the place is very well located in front of the flower market. Enjoy the food watching people come and go from inside the premises. …
464,Pasta Factory, 5 stars ,2 years ago,(Translated by Google) Close to the flower market. Not much salty so it was the best (reasonable). Cider is a 200 ml mini bottle. …
