,Name,Sentiment,Text,Label
729777,Bagel & Beans,positive,"(Translated by Google) With the delicious coffee and the great bagels, the start of the day is saved.",1
520278,Angus Steak House,positive,Good and tasty steak !,1
722771,STAN&CO,positive, Will be back soon!,1
86192,The Taste of Vietnam,positive,Our first time getting takeout from here.,1
47780,Caf√© Droog,positive,"(Translated by Google) An oasis of peace in the crowded city, with beautiful Dutch Disign around you, a very friendly service and a delicious menu.",1
105486,Chupitos,positive,Other nights there's not a lot going on.,1
251138,4850,positive,Amazing food that combined flavor with heart.,1
662551,Kantjil & De Tijger,positive,The food was tasty and spicy at the right point.,1
478223,Bhatti Pasal,positive,The dumplings were amazing! Will visit this place when they launch a veg thukpa :),1
536531,Coffeeshop Vondel,positive,"(Translated by Google) Moonrocks no longer in the range unfortunately, iceolator is a bit pricey but very tasty! …",1
439869,GlouGlou,positive,…,1
238500,Leeman D√∂ner,negative,"(Translated by Google) If you want water instead of garlic sauce, I advise you to come here.",0
468736,Joost,positive,Meatballllllz,1
350477,Gartine,positive,"Super quiche, all kinds of cakes, all with their own special delicious taste.",1
477994,Bhatti Pasal,positive,Recommended !,1
539285,Hakata Senpachi,positive,(Translated by Google) I want it in my own town.,1
766209,Small Talk,negative,(Translated by Google) Madkhalt Syrian  (Original) مادخلته سوري,0
10676,Las Marias,positive,…,1
251331,4850,negative,(Translated by Google) The service was slow  (Original) De bediening was traag,0
506056,Freud,positive,Great service and ambiance.,1
398855,Tunes Bar,positive,Accessibility from the south side …,1
755465,Pata Negra,positive,Close your eyes and this place will take your taste buds on trip to Spain for dinner.,1
476316,"Ristorante ""Il Primo""",negative,…,0
239937,New York Pizza,positive,(Translated by Google) Cheap and very good.,1
772063,Dim Sum Now,positive,(Translated by Google) Very nice eaten at Dim Sum now.,1
455881,Zurich,negative,City of Zurich should file a complaint for defamation.,0
572353,Subway,negative,(Translated by Google) Just a place to get a subway quickly.,0
98515,Miu,positive,(Translated by Google) Very good food.,1
728074,Pont 13,negative,The location is very noisy and very cold.,0
210479,Maxies,positive,Great mac and cheese!,1
266957,Pacific Parc,positive,Great place and new favorite in westerpark!!,1
642171,Saffraan,positive,"(Translated by Google) A whole earth service, versatile dishes, good service, so a pleasant evening! I recommend eating here and will definitely come back here again.",1
347532,Meatingpoint,positive,original ...,1
286534,Caf√© Marcella,positive,"(Translated by Google) Super cozy close to the ""real"" center of Amsterdam.",1
793919,The Cottage,positive,Recommended! …,1
492826,In de Wildeman,positive,(Translated by Google) Nice traditional beer cafe.,1
657839,Burger Zaken,positive,"Happened upon here randomly, truth be told the very reasonable prices drew us in.",1
231797,Little Collins,positive,Specially enjoyed the blody mary selection for the Sunday hungover brunch :D,1
271613,Duke of Tokyo,positive,(Translated by Google) Super nice if you enjoy the great attention de maravilla  (Original) …,1
143517,Los Pilones,negative,Second time I have been here.,0
40894,Leeman Döner,positive,Best donner in town,1
324803,Caf√© Thijssen,positive,I recommend the yogurt with fruits;) …,1
19493,Burger Fabriek,positive,(Translated by Google) Best quality!!!  (Original) Ottima qualità!!!,1
61237,Roopram Roti,negative,…,0
539746,Outmayer,negative,(Translated by Google) Lady was indifferent and awkward.,0
534257,Sama Sebo,positive,Super quality and informal atmosphere.,1
711673,Caf√© de Doelen,positive,(Translated by Google) Super friendly staff - delicious snacks - fast atmosphere …,1
98181,Miu,positive,Enjoyed it a lot.,1
591632,Golden Temple,positive,It was so good and the people are really friendly.,1
173294,Le Patron,positive,good choice of beer and of you want they do have the traditional dutch meat ball ! …,1
238324,Leeman D√∂ner,positive,Chief and fresh,1
781888,Whiskycaf√© L&B,positive,So agree on a budget.,1
653945,Drink 'n Sink,positive,…,1
448695,Mama's vegiarian kitchen,positive,Cheap and delicious! They only take cash though so make sure you take some out ahead of time.,1
171486,The Otherside,positive,"Chilled place, chilled music and grumpy bartender - awesome place!",1
377821,Broodje Daan,positive,(Translated by Google) Nice little cafe.,1
771434,Caf√© C√≥modo,positive,Thx!,1
799333,Mas Tapas,positive," Our server was attentive,  the food was delicious,  and the ambiance was quite pleasant.",1
137753,Craft & Draft,positive,Excellent assortiment of great beers!,1
645267,De Groene Olifant,positive,Leafy ago next to the city gate.,1
512826,Pizzeria Pasta Villa,positive, Alfredo sauce also great.,1
131396,Pazzi Italian Slow Food,positive,Good food friendly service good staff,1
481516,Eetcaf√© 't Gasthuys,positive,The butter fish wasn't great in texture but I loved the starter with cheese croquettes.,1
229832,Hoppa!,positive,Next time we'll also use your service.,1
312614,Luden,negative,"Terrible service, terrible food, terrible in all ways, they didnt event have glasses for all in out company, and we were the only 20 in the restaurant with more than 80 free seetings, the restaurant was almost empty.",0
549389,Labyrinth Cocktail,positive,The atmosphere is very chill...the food is amazing...the waiters are friendly and attentive....but the owner was the one who made biggest impression.,1
683897,Restaurant Lastage,positive,I was invited here for dinner on a Sunday evening with a Dutch colleague and was blown away by the quality and creativity of the food.,1
339465,d'Vijff Vlieghen,positive,(Translated by Google) Excellent upscale restaurant.,1
620770,Brouwerij Troost Westergas,positive,(Translated by Google) Great beer in a good cafe!  (Original) Prima bier in goed cafe!,1
415363,Bistro-Brasserie Blue,positive,"home, value for money, advice ....",1
813798,Caffe Il Momento,positive,We recommend.,1
799791,Rotonde Kebab - Amsterdam,negative,This time also.,0
695080,PomoRosso,negative,(Translated by Google) Don't eat here ..,0
16456,Senses by Lard Bertelsen,positive,Fantastic food and service.,1
494938,Café Marcella,positive,(Translated by Google) Nice to have a coffee on the waterfront.,1
92714,Kitchen & Bar Van Rijn,positive,"Really good cocktail, we try with lemon meringue and gold-digger and we loved both.",1
286273,Caf√© Marcella,positive,"Great views, fantastic choices on the menu, super friendly and professional staff.",1
788709,Fiko,positive,"Very nice place, small but romantic.",1
51906,Het Paardje,positive,"A very nice place! The atmosphere is chilled, the stuff is friendly :)",1
455267,Miss Korea BBQ,positive,Good atmosphere,1
721839,Café Maxwell,positive,Food was not 5 star.,1
345735,"Bagels & Beans Amsterdam, Willem de Zwijgerlaan",positive,(Translated by Google) Fantastic😍  (Original) Fantastico😍,1
234368,Albina,positive,"(Translated by Google) The food used to be even better, maybe the chef has changed, I thought the moksi meti was very greasy.",1
377565,Mitsos,positive,Never disappoints.,1
13405,Aran Irish Pub,positive,(Translated by Google) The man behind the bar was IERitant.,1
119844,Maoz,positive,Blumming ace these falafels are good as Hell,1
91273,Los Pilones,positive,(Translated by Google) In all of Europe you will not find a better place of Mexican food! …,1
596766,Little Thai Prince,negative,…,0
543789,Tia Rosa,positive, (Original) …,1
338266,De Biertuin,positive,(Translated by Google) Highly recommended!  (Original) Sehr empfehlenswert!,1
569461,Luci√´n‚Äôs,positive, Thanks for providing such a great evening for everyone in attendance.,1
751361,Mr. & Mrs. Watson,positive,We also tried the cheese platter and the vegan cheese tasted very interesting.,1
306948,Wok to walk,positive,"(Translated by Google) Lots of people on weekends but really great, prepared in front of us, a lot of possible combinations :) …",1
536734,Café Cómodo,positive,A good place for a few drinks and a grab to eat.,1
156092,Bir Tat,positive,The restaurant is clean and the service fast,1
205624,hemelse modder,positive,Great if you want to try the local cuisine.,1
519898,Angus Steak House,positive,The atmosphere is relaxed.,1
807560,Barney's Lounge coffee shop,positive,Good stuff and staff :),1
268483,Izakaya,positive,Ended up being a bougie style.,1
797612,Bagels & Beans,positive,I was eating here with a buddy.,1
605728,De Pizzabakkers Plantage,positive,"(Translated by Google) Delicious pizza and for a great price! If you come with more than two people, it is useful to make a reservation.",1
614202,Bonboon,positive,Highly recommendable.,1
714073,Little Collins,negative,I had the potatoes wafel with pouched eggs and hollandaise sauce.,0
93141,Kitchen & Bar Van Rijn,positive,(Translated by Google) There are few restaurants where you can eat so well.,1
445341,Corner Bakery Amsterdam,positive,The food is great and comes fast and the prices are very low compared to similar locations nearby.,1
787595,FuLu Mandarijn,positive,A little expensive though.,1
545857,Karaat,positive,Really loved the food and the service.,1
342175,Vijfnulvijf,positive,This is really my favorite restaurant.,1
710525,Boi Boi,positive,(Translated by Google) Was delicious.,1
656463,Dolphins Coffeeshop,negative,…,0
80677,Cafe Brecht,positive,…,1
702685,Soup en zo,positive,(Translated by Google) Most cute.,1
589546,De Italiaan,negative,Overpriced and underwhelming.,0
630144,Bakers and Roasters,positive,Small and cosy place great for breakfast or brunch with plenty of variations.,1
616913,Drovers Dog,positive, Good service and decent food.,1
151942,Het Karbeel,positive,"Great service, good portions, value for money",1
79252,Flame Steakhouse,positive,The staff is very friendly and seated us right away.,1
365426,La Viña,negative,Reasonable prices and tasty Limburg beer! …,0
590256,De Brabantse Aap,positive,We went here for some drinks and some sandwiches.,1
612117,Restaurant van Puffelen,positive,"Excellent food, Wonderful service, great location.",1
14535,Athene,negative,customer service is the worst.,0
400559,Coffeeshop The Saint,positive,(Translated by Google) Every time I come to Amsti for a tea or a milkshake.,1
12502,Amstelhaven,positive,(Translated by Google) Quiet next to the canals  (Original) …,1
732502,Ruk en Pluk,positive,"They go all-out decorating for every holiday, and LGBTQ friendly.",1
815065,Amstelhoeck,negative,(Translated by Google) The patio was fine with a nice view over the Amstel.,0
396648,Bar Tolhuistuin,positive,"The food is great, there's plenty to choose from.",1
552761,De Laatske Krumel,positive, (Original) Klein aber fein.,1
417021,Coco's Outback,positive,Wanted to try kangaroo steak but menu was changed due to Euro 2016.,1
154442,De Reiger,positive,Best restaurant in town.,1
84949,Strandzuid,negative,"(Translated by Google) Friendly staff, bread was sliced ​​sloppily, lacking in flavor.",0
65632,Hans en Grietje,positive,A good place to party I think.,1
2746,Singel,positive,Great food and service! We just happened to stumble upon this Amsterdam gem!,1
44800,Caf√© Monico,positive,Great quiet bar away from the craziness outside -has a lively art deco vibe,1
531122,Bar Baarsch,negative,After 30 minutes of waiting with a hungry toddler I could finally order.,0
663693,Kantjil & De Tijger,positive,Pricewise it is the best option and it includes most dishes.,1
670042,Wok to go,positive,"I've had both Stiles, the delivery time has been under 45 mim.",1
676152,Dignita,positive,All the food is delicious.,1
377380,Caf√© 't Hooischip,positive,Looks nice from the outside  (Original) …,1
292153,Loetje Zuidas,positive,A well-oiled machine.,1
524252,Peperwortel,positive,Grate food,1
374747,Fiko,positive, (Original) …,1
164525,Genroku,negative,Received everything except these products which made up 70% of the order.,0
519885,Angus Steak House,positive,I will definitely come back once I’ll travel to Amsterdam again.,1
185812,Fondue & Fondue,positive,"(Translated by Google) Cozy restaurant with several fondue dishes that you should really try, very friendly service.",1
754227,Mezzo,positive,The sandwiches are excellent and do are the salads.,1
336829,Coffee Company,positive,"(Translated by Google) Nice place, nice staff and nice atmosphere.",1
396311,La Falote,positive,Very good food and great service  !,1
314675,Eddy Spaghetti,positive,Recommended!,1
136122,Vandaag,negative,…,0
6530,Puri Mas Indonesisch Restaurant,positive,The Tjendol for dessert is a must.,1
41086,Leeman Döner,positive,I had a pizza kebab.,1
147599,Coffeeshop De Overkant,positive,top,1
356788,Paskamer,positive,Recommended! …,1
716554,Bread and Salt,positive,"Thanks to Corona we could only order to go, but the seating area looks great as well.",1
193148,Dignita Hoftuin,positive,It's really nice place to have a brunch outside specially on a sunny day.,1
435575,Cannibale Royale du Nord,positive,(Translated by Google) Very very good meat  (Original) Heel erg goed vlees,1
453876,Cucina Casalinga,positive,Cucina Casalinga is highly recommended! Also for take away! …,1
744085,Ponte Arcari,positive,The staff is attentive and friendly.,1
554571,Renato's pizzeria,positive,I love the food and the staff !!,1
231904,Little Collins,positive,Good food and efficient service!,1
393079,Caf√© Katoen,negative,Coffee was good.,0
693342,Dok du Nord,negative,Serving staff is unkempt and unaware of the composition of the dishes.,0
212415,Prins Heerlijk,positive,"In addition to breakfast (all day), the menu offers many sandwiches and burgers.",1
672167,Bam Boa,positive,Leuke tent .,1
620238,Brouwerij Troost Westergas,negative,The fact that 2 sate's took 45 mins to deliver was …,0
562307,Sumo,negative,…,0
641977,De Balie,negative,"(Translated by Google) two hours I do not save, half an hour is enough.",0
60268,Fou Fow Ramen,positive,…,1
759417,NJOY Cocktailbar,negative,"Good drinks, but overpriced.",0
687110,Pannenkoekenhuis Upstairs,positive,Truly worthwhile.,1
794754,Warung Spang Makandra III,positive,The bun was € 4 - € roti and 7:50.,1
448000,Cafe de Zon,positive,"(Translated by Google) The location is great, the atmosphere is great, the prices are affordable, the kindness of the staff ...",1
195628,Cafe de Punt,positive,"Very tasty and cheap, a secret! …",1
118027,Bakery Cafe,positive,…,1
43212,Vegan junk food bar,positive,The menu may be a bit limited once you go often.,1
32318,il Palio,positive,Never had such a gracious host in the chef in the kitchen is unbelievable all fresh herbs of fresh pasta and bread‘s.,1
331044,Caf√© Wiener,positive,…,1
299117,Wynand Fockink,positive,Amazing! A must go when in Amsterdam!,1
96246,Box Sociaal,positive,Delicious food.,1
44105,Caf√© Belgique,positive,(Translated by Google) Excellent coffee with regulars.,1
51647,Maoz,positive,(Translated by Google) Best falafel in Amsterdam  (Original) Beste falafel van Amsterdam,1
491553,Café Bouwman,positive,(Translated by Google) It was certainly cozy and the food was great for a bar.,1
359932,Sale e Pepe,positive,Recommended! The only comment I'd have is the noise level.,1
258861,Hearth,negative,"The food, though nicely garnished and presented, was bland and boring.",0
806481,Foeders,positive,Very passionate owner.,1
220565,'t Sluisje,positive,(Translated by Google) Very good staff and good kitchen  (Original) …,1
440820,Hap Hmm,positive,"Wanted to try traditional Dutch food on our last evening in the Netherlands, we were happy to visit this place on a Public Holidays eve at 6pm with no reservations.",1
67241,Bierfabriek,positive,You'll thank me later,1
191321,Ristorante Italiano Gustatio,positive,Definitely a must for lovers of great Italian food,1
809921,SLA,positive,(Translated by Google) Super tasty food and animal friendly too! Really great!  (Original) …,1
140123,Schinkelhaven,positive,"Nice atmosphere, great service, the food is okay.",1
312698,Luden,positive,(Translated by Google) Interesting is the white chocolate (2nd picture) is something of mega delicious and fully worth its 7 euros.,1
108243,Brasserie Meuwese,negative,I had bacon in my omelette even though I asked for a vegetarian version.,0
216519,Mossel & Gin,positive,Gin drinks are a mix of traditional and new twists.,1
266891,Pacific Parc,positive,A delight just to be there.,1
216183,Mossel & Gin,positive,Half Gin drinks were refreshing but not strong! Recommend!,1
641548,De Balie,negative,Good location for spotting Dutch people.,0
391862,Ali,negative,"The service was a bit bad, one of the guys insisted on giving us the Muhamara he was carrying for a while, and when we asked him to replace it with fresh one cause it's dry he wasn't really supportive …",0
192082,Ristorante Italiano Gustatio,positive,(Translated by Google) Tasty pasta.,1
609025,Maslow,positive,Great restaurant and bar! Not as expensive as other places in Amsterdam.,1
523658,The Big Apple,positive,One of the best cheeseburgers I've had in years!,1
424299,Pasta Pasta,negative,"Too bad, but it was nice.",0
339860,Anne&Max,positive,Love their coffee and avocado hummus sandwich.,1
408838,The Coffee Company,positive,"Great atmosphere, very nice stuff.",1
526550,Sotto Pizzeria,positive,A very good option for Pizza on this side of Vondel.,1
113353,Café-Restaurant Amsterdam,positive,Near Westerpark Wide food choice Interior rather cavernous …,1
343223,Cafe De Pool,positive,(Translated by Google) Very good burger.,1
323407,De Kat in de Wijngaert,positive,Young and old audiences combined.,1
518434,Irish pub St. James Gate,negative,"I ordered a Guinness and fries, €11,50.",0
410575,Stoop & Stoop Eetcaf√©,positive,"(Translated by Google) Delicious eaten burger, kiosate accompanied by crispy fries and a fresh salad.",1
733363,Coffee Room,positive,Great coffee and several vegan options to eat and drink there.,1
732114,The Bulldog - Mack Café,negative,"(Translated by Google) A place that you should not let dr visit for what it represents, not for what it offers.",0
719319,De Duvel,positive,(Translated by Google) Nice food and friendly staff!  (Original) …,1
581878,La Oliva Pintxos y Vinos,positive,"(Translated by Google) Delicious food and good, friendly service  (Original) …",1
444490,Eetcafé 't Pakhuis,positive,"No star map, but nice.",1
506640,Caf√© Fest,positive,…,1
735376,Meatless district,positive,Super friendly staff.,1
461314,Cafe Smit & Voogt,positive,"Excellent, great service good food.",1
444120,Eetcafé 't Pakhuis,positive,Also recommended for …,1
556697,Café de Fluiter,positive,(Translated by Google) It is a cozy café with an atmosphere that belongs in a city like Amsterdam …,1
550431,Bluebird Coffeeshop,positive,"Best coffeeshop that I've been to, at list on this trip to Ams.",1
586813,Bar Botanique Cafe Tropique,positive,both breakfast and dinner …,1
344124,Bakers & Roasters,positive,"Music choice, perfect.",1
478458,Bhatti Pasal,positive,Fair price.,1
113900,Café-Restaurant Amsterdam,positive,None Meat carpaccio approx.,1
148007,Hotel Buiten,positive,"(Translated by Google) Cozy tent, but very busy! The service is very slow, waited more than 20 minutes.",1
165159,Bariloche,positive,One of better restorane of many in Amsterdam.,1
725747,Levant,positive,Nice place.,1
618772,Meet & Eat,positive,I like their home fries and the coffee is dark and rich.,1
276795,Pastis,positive,(Translated by Google) lomejor  (Original) Lomejor,1
113304,Café-Restaurant Amsterdam,positive,Should ask for Ramon! He is the best.,1
480495,De Tropen,negative,(Translated by Google) mediocre  (Original) mittelmässig,0
493449,Kanis en Meiland,positive,(Translated by Google) Good beers and good food.,1
124577,Chocolaterie Pompadour,positive,And if you're there for a lunch - try one of their quiches.,1
450626,Green House Namaste,positive,Great place to blaze it up and enjoy a drink.,1
180566,Broers,positive,Great coffee and good lunch,1
452196,La Madonnina,negative,When they brought us the bill we saw that they were charging us the …,0
194165,Dignita Hoftuin,positive,Taste is top price certainly not too high.,1
715178,Little Collins,positive,"(Translated by Google) It is not easy to choose what kind of food you want here, a really varied menu.",1
806015,La Santa Maria,positive,"The manager was a sweetheart, delicious grilles chicken highly recommend",1
183274,Cafe het Molentje,negative,Takes about 15mins to get any service.,0
583795,Toasty!,negative,Waited forever for just two toasts.,0
156738,Bir Tat,positive,(Translated by Google) Well eaten and friendly staff  (Original) …,1
314566,Cigaragua,positive,"You have the feeling here; 'nothing is mandatory, everything is possible'.",1
684723,Mangia Pizza,positive,(Translated by Google) Really great pizza and very kind!  (Original) …,1
202800,BoerGeert,positive,"Just make sure you try the Beef Teriyaki with grill sauce, the pastrami sandwich and the classic Beenham with mustard sauce.",1
38736,Het Boemeltje,positive,"(Translated by Google) Very nice cafe with good food, fun events and top staff.",1
54944,Wok To Go,negative,"(Translated by Google) Friendly staff, food mediocre.",0
44880,Caf√© Monico,positive,Nice atmosphere for groups,1
105352,Café de Tuin,positive,Excellent apple pie.,1
490879,Tisfris,positive,"And my wife, who had been suspicious of any beer before, had almost completely drunk a glass of local Leffe Ruby …",1
580100,Lot Sixty One Coffee Roasters,positive,Bonus points for delicious treats!,1
312201,The Chicken Bar,positive,"The fries were also well cooked, nice …",1
584434,De Waard,positive,(Translated by Google) Cozy!  (Original) Gezellig!,1
531460,Bar Baarsch,positive,(Translated by Google) Nice meeting place and nice personel  (Original) …,1
32314,il Palio,positive,Great atmosphere whether sitting at the bar or in dining room.,1
327131,Blauwe Engel,positive,(Translated by Google) Cozy terras.Operation correct and friendly.,1
41949,De Broeders,positive,Looked very good and tasted exquisite!  (Original) …,1
481775,Eetcaf√© 't Gasthuys,positive,(Translated by Google) Nice place on a small canal adjacent to the university.,1
776128,The Roast Room,negative,Great interior and very helpful and friendly staff.,0
626827,Rokerij III,negative,"Very pricey for what they served, the bartender was exceptional and a beautiful restaurant, I will return for drinks at the bar but will eat somewhere else after cocktails.",0
781047,Meneer Nieges,positive,Really nice place.,1
470004,Toscanini,positive,Came here for drinks and wish we had come for a full meal.,1
727392,Machiko,negative,(Translated by Google) Disappointed with the food ..,0
607691,Caf√© Luxembourg,negative,"If you wanna try good ones, try them here.",0
618362,Meet & Eat,negative,I had more than enough …,0
697828,Roopram Roti,negative,Very disappointing :( …,0
457578,Eet cafe Sonneveld,positive,All were excellent.,1
76198,In de Waag,positive,Maybe a bit expensive but thats a minor issue,1
502948,Het Pompstation,positive,"(Translated by Google) Atmospheric, nice service and good food and drinks.",1
114917,toastable.,positive,Definitely value for money.,1
21805,Le Pain Quotidien,positive, (Original) Gewoon lekker koffie.,1
13060,Aran Irish Pub,negative,"Good food, drink and service, staff were friendly",0
194156,Dignita Hoftuin,positive,(Translated by Google) We were a group of 8 and waited 30 min.,1
252774,De Ysbreeker,positive,(Translated by Google) Really delicious.,1
387024,Friet Point,positive,(Translated by Google) Pretty good fries!  (Original) Ziemlich gute Pommes!,1
375972,Warung Mini,positive,In general: fantastic food for a friendly price.,1
428423,Sal Gorda,positive,The bull's tail in teriyaki sauce and the retinto steak tartare are to sing to you.,1
426012,Eetwinkel Buurman & Buurman,positive,Nice guys.,1
267734,Madam Pancake,positive,"Amazing breakfast! The atmosphere is nice and cozy, the staff is super kind! Love this place!",1
573045,Cafe Koosje,positive,…,1
265228,Café Van Puffelen,negative,Good restaurant and good food!,0
674420,Warung Spang Makandra III,positive,One of the best meals in Amsterdam in Surinamese restaurant.,1
301949,De Bicker Eten en Drinken,positive,Good food.,1
680252,Bagels & Beans IJdock,positive,Compared to that on the street and cheap! To be repeated! …,1
198808,Prego,positive,(Translated by Google) We had a delicious meal.,1
461820,Utrechtsedwarstafel,positive,"The atmosphere, the food and the wine were back to normal.",1
49413,Huis van Iemand Anders,positive,Low key.,1
275843,Pastis,negative,"Starters - very good - excellent escargot, well made steak tartare, and a good selection of oysters.",0
486755,Cafe Vrijdag,positive,(Translated by Google) Went here for breakfast this morning and dinner here tonight.,1
253549,Pepenero,positive,Most reasonably priced also.,1
400810,Anna,positive, (Original) Erg goed eten.,1
811695,Casa del Toro,positive,Good food with a fair price compared to other restaurants in the center of Amsterdam.,1
18901,Burger Fabriek,positive,Well cooked.,1
692008,Black and Blue,positive,Only watch out for kitchen odors.,1
33499,George Marina,positive,(Translated by Google) Excellent case.,1
782752,Golden Chopsticks,negative,Really bad and slow service.,0
424000,Pasta Pasta,positive,Nice for a quick pasta dinner.,1
781139,Meneer Nieges,positive,"Perfect for snacks, the view is great.",1
219596,De Gouden Hoek,positive,(Translated by Google) Delicious snacks and milkshakes.,1
362521,Pasta Factory,negative,(Translated by Google) Delicious but expensive  (Original) טעים אך יקר,0
463089,Kinnaree Thai Cuisine,negative,The food is okay but unreasonably pricey for the simple dishes like tofu and vegetable.,0
477324,Brasserie Flo,positive,Exquisite !!,1
616989,Drovers Dog,positive,At the moment only open for …,1
730781,Polder,positive,"(Translated by Google) Delicious lunch, nice place also with children  (Original) …",1
534383,Sama Sebo,negative,"A pity the menu, it is not entirely in English.",0
142767,Tapas Cafe Duende,negative,It is nice that there is dancing in the back of the store.,0
731065,Polder,positive,(Translated by Google) Before!  (Original) Prima!,1
635227,Lime Bar,positive,Breakfast was awesome.,1
418340,Papa John's,negative,Overcharging and rude!! Avoid.,0
306877,Wok to walk,positive,"(Translated by Google) It is by far where I prefer a quick but affordable and quality meal! Preparation in the famous wok, any preparation is freshly prepared, choose your favorite noodles, add some ingredients, mix everything with sauce of …",1
383290,Breda,positive,"I loved the room, minimalistic and very stylish.",1
638447,Mondial Crepes & Waffles,positive,(Translated by Google) Very good and fresh waffle as arrives early in the morning to enjoy these fresh waffles.,1
267738,Madam Pancake,negative,"Pancakes came out, nice but cold.",0
411617,Pizzeria Ela Palermo,positive,(Translated by Google) One of the best pizzaria in Amsterdam!  (Original) …,1
1555,McDonald's,negative,"(Translated by Google) Very small for a mc donalds, but what difference does it make.",0
360679,Brasserie Ambassade,negative,Seems overrated,0
113748,Café-Restaurant Amsterdam,positive,Tasty wines with it.,1
432124,Piqniq,positive,Great cozy place.,1
374106,Caf√© Frits Mooy,positive,Choice of 3 types of cheese.,1
168465,Eetsalon Van Dobben,positive,"(Translated by Google) Always good, nice staff.",1
77047,In de Waag,positive,"(Translated by Google) Magnificent castle in the center, one of the oldest buildings in the city.",1
612501,Restaurant van Puffelen,negative,(Translated by Google) The food was ok  (Original) Het eten was ok,0
103768,La Zoccola del Pacioccone,negative,(Translated by Google) Operation super.,0
780168,Long Pura,positive,Great Indonesian food with a variety of set menus.,1
246970,Troost,positive,Very good beers,1
715974,New York Pizza,positive,Top,1
206354,Cafe The Tribe,positive,Awesome and cozy place with great staff!,1
476697,"Ristorante ""Il Primo""",positive,(Translated by Google) The first restaurant ...,1
779530,Vascobelo,positive,Operation very helpful.,1
780798,Long Pura,positive,…,1
446353,Corner Bakery Amsterdam,positive,"(Translated by Google) Not too expensive and quality, tasty food  (Original) …",1
293843,Rainbowl,positive,Perfect Instagram spot.,1
554978,Trattoria Da Tonino,positive,(Translated by Google) Can book through social deal.,1
372274,Szmulewicz Cafe,negative,I think a different owner and menu.,0
203918,BoerGeert,positive,(Translated by Google) Incredibly tasty and everything fresh.,1
808716,Little Saigon,negative,Went there lookingfor bahnmi and so sorry to say that is not even close to a real banhmi...,0
454569,Lellebel,positive,(Translated by Google) Very cosy  (Original) Heel gezellig,1
57622,Roses by Sal,positive,Good restaurant if you like south american food and especially ceviche.,1
253713,Pepenero,negative,…,0
437737,De blauwe Hollander,positive,Nice and cozy place to dine in.,1
499458,Lion Noir,negative,Very good good but no flexibility,0
295791,Meatless district,positive,Great food.,1
644068,Radion,positive,Love this club! It’s a pleasant labyrinth with its various rooms! Get lost in the music,1
372041,Al Argentino,negative,"(Translated by Google) On the average, good meat but poor dishes  (Original) …",0
618869,Meet & Eat,positive,Fries were reminiscent of the ones at In-N-Out.,1
613171,IJssalon IJskoud de beste,positive,(Translated by Google) You have the best ice cream  (Original) …,1
346012,Mas Tapas,positive,You may have to wait for a table.,1
307286,Bar Kosta,positive,…,1
497009,Sluyswacht,positive,Guaranteed sensations even without alcohol;) …,1
631124,Bakers and Roasters,positive,(Translated by Google) Delicious food that will keep you full all day long.,1
282497,Amsterdam Borrl Kitchen,positive,Mix platters sparingly …,1
390424,Coffee Shop Green Place,positive,Full professionalism and assistance in choosing the best goods.,1
177770,"Bagels & Beans Amsterdam, Bos en Lommerweg",positive,Great place for breakfast and I'm sure lunch.,1
651242,Caf√© Emmelot,positive,Recommended even if there are no prices on the card ...,1
152377,Het Karbeel,positive,Nice and friendly conditions.,1
214459,Hummus Bistro D&A,positive,Super nice Hummus and toppings.,1
726176,Wolf Atelier,positive,Great value for money.,1
496411,Sluyswacht,positive,It is a good place for a chilled late afternoon drinking beer.,1
709036,Edel by Dennis,negative,…,0
390601,Spijker Bar,positive,happy pride!!!,1
231980,Little Collins,positive,And then also nice and knowledgeable staff! I will definitely come back …,1
492739,In de Wildeman,positive,(Translated by Google) Visited by a company colleague.,1
415590,Bistro-Brasserie Blue,positive,(Translated by Google) Superb place.,1
58358,Roses by Sal,positive,Nice for a pleasant evening …,1
408998,The Coffee Company,negative,It was alright,0
462715,Ice Bakery,negative,Lovely Place from the outside.,0
513883,Caf√© Mulder,negative,(Translated by Google) Terrible operation.,0
450612,Green House Namaste,positive,Very friendly place and good prices as it is a little off the beaten path.,1
584490,Alchemist Garden,positive,…,1
492895,In de Wildeman,positive,…,1
481741,Eetcaf√© 't Gasthuys,negative,With Wi-Fi.  (Original) …,0
180809,Hot Or Not,negative,"Horrible, very rude bartender, very agrresive, plenty of good bar very close",0
113076,Café-Restaurant Amsterdam,positive,Some of the original machinery has been left behind to create the ambiance.,1
410928,De Bakkerswinkel,negative,Customer always should come first and this ruined our experience in the cafe.,0
151211,Caffe cliche,positive,"Great food and atmosphere, we will be back",1
24467,Il Boccalino,negative,You don't treat customers that way …,0
293638,Rainbowl,positive,"The girls are really attentive & asked me a couple of times if they could take my order while i was waiting, but i wanted to sit inside …",1
175287,Hoogendam,positive,you can not go there alone for the silence …,1
190206,Subway,negative,"Not so clean, not so nice service",0
158234,Coffeecompany,positive,Nice place to work on school / work / whatever you work on …,1
365932,Eazie,positive,The staff are very friendly and the food is tasty.,1
136734,Vandaag,positive,(Translated by Google) My most favorite restaurant.,1
273192,De Koffie Salon,positive,In a wonderful place!  (Original) …,1
215129,Hummus Bistro D&A,positive,Was a bit cold and some draft.,1
393189,Caf√© Katoen,positive,(Translated by Google) A great place to eat or drink in the historic center of Amsterdam.,1
